Ilosc unieszkodliwiona [kg],Ilosc zinwentaryzowana [kg],Nazwa Gminy,Pozostala do unieszkodliwienia [kg],TERYT
94435.00,2663441.00,Lipowiec Kościelny,2569006.00,141303
0.00,1838292.00,Radzanów,1838292.00,141304
163526.00,3739481.10,Strzegowo,3575955.10,141305
242720.00,4119535.91,Stupsk,3876815.91,141306
166131.88,3292435.45,Szreńsk,3126303.57,141307
0.00,2254302.00,Szydłowo,2254302.00,141308
404469.00,3750724.00,Wieczfnia Kościelna,3346255.00,141309
14608.00,5267199.00,Wiśniewo,5252591.00,141310
53051.73,276416.19,Nowy Dwór Mazowiecki,223364.46,141401
21504.56,3199146.39,Czosnów,3177641.83,141402
48730.22,1574793.01,Leoncin,1526062.79,141403
365372.50,4713960.00,Nasielsk,4348587.50,141404
550.00,2085419.00,Pomiechówek,2084869.00,141405
118932.00,5444593.00,Baranowo,5325661.00,141501
429209.00,3284041.53,Czarnia,2854832.53,141502
0.00,8261908.49,Czerwin,8261908.49,141503
0.00,11558501.50,Goworowo,11558501.50,141504
608758.00,4005170.88,Kadzidło,3396412.88,141505
329694.83,5131669.83,Lelis,4801975.00,141506
14536.00,32851.00,Łyse,18315.00,141507
303937.80,6257261.80,Myszyniec,5953324.00,141508
0.00,2186356.00,Olszewo-Borki,2186356.00,141509
4950.00,8134219.05,Rzekuń,8129269.05,141510
541181.66,6809885.99,Troszyn,6268704.33,141511
282978.79,2194387.69,Ostrów Mazowiecka,1911408.90,141601
208164.00,5836594.00,Andrzejewo,5628430.00,141602
590808.00,3110017.60,Boguty-Pianki,2519209.60,141603
45930.00,1127529.51,Brok,1081599.51,141604
106373.00,3053741.10,Małkinia Górna,2947368.10,141605
244206.00,3908583.00,Nur,3664377.00,141606
309962.00,6292880.07,Ostrów Mazowiecka,5982918.07,141607
546958.24,5533074.69,Stary Lubotyń,4986116.45,141608
18351.00,1878905.00,Szulborze Wielkie,1860554.00,141609
2750.00,852102.80,Wąsewo,849352.80,141610
0.00,2528330.70,Zaręby Kościelne,2528330.70,141611
119985.00,447587.00,Józefów,327602.00,141701
223757.40,1367357.65,Otwock,1143600.25,141702
0.00,172593.30,Celestynów,172593.30,141703
284607.00,2592011.10,Karczew,2307404.10,141704
895091.00,6540439.00,Kołbiel,5645348.00,141705
0.00,2499904.00,Osieck,2499904.00,141706
327222.00,3010815.00,Sobienie-Jeziory,2683593.00,141707
286338.00,4464187.00,Wiązowna,4177849.00,141708
706658.00,5115049.80,Góra Kalwaria,4408391.80,141801
434557.33,2639875.16,Konstancin-Jeziorna,2205317.83,141802
18716.00,112865.00,Lesznowola,94149.00,141803
4361026.34,7820877.70,Piaseczno,3459851.36,141804
2721464.00,6254565.00,Prażmów,3533101.00,141805
35255.00,4419536.00,Tarczyn,4384281.00,141806
0.00,3476.00,Bielsk,3476.00,141901
0.00,4359872.00,Bodzanów,4359872.00,141902
265938.64,6074892.64,Brudzeń Duży,5808954.00,141903
126703.29,5037627.11,Bulkowo,4910923.82,141904
341845.03,3771733.21,Drobin,3429888.18,141905
30916.00,682105.00,Gąbin,651189.00,141906
71587.00,2222196.00,Łąck,2150609.00,141907
0.00,2869337.28,Mała Wieś,2869337.28,141908
70986.74,337492.54,Nowy Duninów,266505.80,141909
0.00,426217.00,Radzanowo,426217.00,141910
34708.50,2214199.40,Słubice,2179490.90,141911
161131.85,302872.57,Słupno,141740.72,141912
187290.59,1987095.51,Stara Biała,1799804.92,141913
374227.18,866774.20,Staroźreby,492547.03,141914
175316.00,2324102.00,Wyszogród,2148786.00,141915
13315.00,747348.90,Płońsk,734033.90,142001
0.00,754520.80,Raciąż,754520.80,142002
4620.00,6051800.38,Baboszewo,6047180.38,142003
0.00,6922308.00,Czerwińsk nad Wisłą,6922308.00,142004
46179.00,1753489.00,Dzierzążnia,1707310.00,142005
17608.80,1794342.57,Joniec,1776733.77,142006
3511405.15,6966593.15,Naruszewo,3455188.00,142007
43547.47,863298.93,Nowe Miasto,819751.46,142008
8470.00,3447532.00,Płońsk,3439062.00,142009
118470.00,2017144.00,Raciąż,1898674.00,142010
19789.00,2091961.40,Sochocin,2072172.40,142011
14887.00,1831428.50,Załuski,1816541.50,142012
66549.02,383593.55,Piastów,317044.53,142101
96991.57,665937.17,Pruszków,568945.60,142102
465483.00,3492869.48,Brwinów,3027386.48,142103
82439.50,755551.50,Michałowice,673112.00,142104
48725.00,2048723.00,Nadarzyn,1999998.00,142105
333562.00,1913924.88,Raszyn,1580362.88,142106
128686.00,1095944.40,Przasnysz,967258.40,142201
2640.00,8269739.00,Chorzele,8267099.00,142202
0.00,2094381.50,Czernice Borowe,2094381.50,142203
166242.00,5820492.85,Jednorożec,5654250.85,142204
3872.00,3269750.00,Krasne,3265878.00,142205
0.00,440.00,Krzynowłoga Mała,440.00,142206
481879.00,2889666.00,Przasnysz,2407787.00,142207
119727.00,160417.10,Borkowice,40690.10,142301
0.00,3191016.17,Gielniów,3191016.17,142302
3300.00,3913569.00,Klwów,3910269.00,142303
69047.00,3818506.00,Odrzywół,3749459.00,142304
19140.00,306075.00,Potworów,286935.00,142305
0.00,4966610.30,Przysucha,4966610.30,142306
0.00,6482456.97,Rusinów,6482456.97,142307
352.00,4051475.00,Wieniawa,4051123.00,142308
0.00,3403828.45,Gzy,3403828.45,142401
410253.00,3121489.00,Obryte,2711236.00,142402
314216.00,4879106.00,Pokrzywnica,4564890.00,142403
153296.00,3755516.40,Pułtusk,3602220.40,142404
1930.00,2928739.20,Świercze,2926809.20,142405
218434.00,2946936.00,Winnica,2728502.00,142406
154946.00,4186868.00,Zatory,4031922.00,142407
16282.00,145890.00,Pionki,129608.00,142501
258887.00,3878430.00,Gózd,3619543.00,142502
40536.00,11829088.40,Iłża,11788552.40,142503
4777.74,6706061.56,Jastrzębia,6701283.82,142504
992514.00,6403354.90,Jedlińsk,5410840.90,142505
153301.00,3892299.50,Jedlnia-Letnisko,3738998.50,142506
42020.00,2039883.10,Kowala,1997863.10,142507
91003.00,3287617.00,Pionki,3196614.00,142508
98588.00,5242949.00,Przytyk,5144361.00,142509
24068.00,10578712.20,Skaryszew,10554644.20,142510
28270.00,6991435.00,Wierzbica,6963165.00,142511
62600.00,5969055.50,Wolanów,5906455.50,142512
263204.57,7792945.02,Zakrzew,7529740.45,142513
42658.00,1649117.00,Domanice,1606459.00,142601
134515.00,2275633.30,Korczew,2141118.30,142602
423.50,3611534.50,Kotuń,3611111.00,142603
15081.00,1878384.92,Mokobody,1863303.92,142604
87150.80,6548180.32,Mordy,6461029.52,142605
6600.00,13200.00,Paprotnia,6600.00,142606
501345.44,3227297.13,Przesmyki,2725951.69,142607
234772.00,6676243.29,Siedlce,6441471.29,142608
49643.00,3121416.87,Skórzec,3071773.87,142609
254933.50,3777177.50,Suchożebry,3522244.00,142610
502417.25,4375851.86,Wiśniew,3873434.61,142611
18831.74,491900.53,Wodynie,473068.79,142612
76100.00,5048135.60,Zbuczyn,4972035.60,142613
198793.65,2065887.75,Sierpc,1867094.10,142701
236379.00,3355275.00,Gozdowo,3118896.00,142702
270358.00,3534500.00,Mochowo,3264142.00,142703
287200.50,4911308.60,Rościszewo,4624108.10,142704
15700.00,1150871.00,Sierpc,1135171.00,142705
100753.05,3491756.27,Szczutowo,3391003.22,142706
182740.00,5340478.00,Zawidz,5157738.00,142707
205816.00,1614319.10,Sochaczew,1408503.10,142801
183462.80,2337658.00,Brochów,2154195.20,142802
0.00,5035635.00,Iłów,5035635.00,142803
0.00,2556334.00,Młodzieszyn,2556334.00,142804
83699.00,5068987.00,Nowa Sucha,4985288.00,142805
155520.40,3216988.00,Rybno,3061467.60,142806
2787686.00,5236132.00,Sochaczew,2448446.00,142807
0.00,2488882.00,Teresin,2488882.00,142808
714237.00,1698939.02,Sokołów Podlaski,984702.02,142901
3410.00,55972.40,Bielany,52562.40,142902
32727.00,1851476.00,Ceranów,1818749.00,142903
324791.00,3933670.01,Jabłonna Lacka,3608879.01,142904
2365.00,5311490.80,Kosów Lacki,5309125.80,142905
11560.00,28532.00,Repki,16972.00,142906
144949.20,1842467.20,Sabnie,1697518.00,142907
304946.00,809954.00,Sokołów Podlaski,505008.00,142908
148940.00,1977994.00,Sterdyń,1829054.00,142909
107834.78,1769184.91,Chlewiska,1661350.13,143001
91308.10,3887865.50,Jastrząb,3796557.40,143002
88029.00,3998060.00,Mirów,3910031.00,143003
0.00,3201286.30,Orońsko,3201286.30,143004
150262.00,6746525.50,Szydłowiec,6596263.50,143005
187722.00,2769067.30,Błonie,2581345.30,143201
274503.00,636558.90,Izabelin,362055.90,143202
191491.00,1784461.50,Kampinos,1592970.50,143203
381293.00,1776056.70,Leszno,1394763.70,143204
0.00,573675.90,Łomianki,573675.90,143205
296826.50,888204.50,Ożarów Mazowiecki,591378.00,143206
128325.23,619771.66,Stare Babice,491446.43,143207
170928.00,945185.00,Węgrów,774257.00,143301
0.00,4735716.00,Grębków,4735716.00,143302
0.00,6482157.00,Korytnica,6482157.00,143303
363626.12,4817065.44,Liw,4453439.32,143304
660.00,6209370.20,Łochów,6208710.20,143305
191615.00,2733065.74,Miedzna,2541450.74,143306
132596.50,4163549.76,Sadowne,4030953.26,143307
254326.00,2831603.00,Stoczek,2577277.00,143308
0.00,3251908.00,Wierzbno,3251908.00,143309
216911.00,1058602.00,Kobyłka,841691.00,143401
443441.18,933920.18,Marki,490479.00,143402
195977.00,588230.10,Ząbki,392253.10,143403
117182.00,458500.59,Zielonka,341318.59,143404
0.00,6725411.00,Dąbrówka,6725411.00,143405
498085.00,1642529.70,Jadów,1144444.70,143406
418503.50,2635791.24,Klembów,2217287.74,143407
800589.00,6158109.00,Poświętne,5357520.00,143408
76161.14,5216346.14,Radzymin,5140185.00,143409
46147.35,5306304.46,Strachówka,5260157.11,143410
220463.76,7943444.76,Tłuszcz,7722981.00,143411
317653.10,3584822.50,Wołomin,3267169.40,143412
342058.00,4362686.66,Brańszczyk,4020628.66,143501
139020.60,5789809.40,Długosiodło,5650788.80,143502
146347.60,6200342.81,Rząśnik,6053995.21,143503
640293.50,5832500.50,Somianka,5192207.00,143504
1005270.90,9377378.85,Wyszków,8372107.95,143505
461241.50,3363485.00,Zabrodzie,2902243.50,143506
2100.00,2930576.00,Kazanów,2928476.00,143601
97378.41,4182607.41,Policzna,4085229.00,143602
0.00,5841299.00,Przyłęk,5841299.00,143603
82800.00,116284.00,Tczów,33484.00,143604
448932.00,1546129.00,Zwoleń,1097197.00,143605
250480.00,5987545.70,Bieżuń,5737065.70,143701
60938.00,3160560.90,Kuczbork-Osada,3099622.90,143702
658864.20,6064843.20,Lubowidz,5405979.00,143703
341859.50,5502933.00,Lutocin,5161073.50,143704
0.00,4254509.16,Siemiątkowo,4254509.16,143705
0.00,2535941.00,Żuromin,2535941.00,143706
170070.00,518662.56,Żyrardów,348592.56,143801
0.00,2724862.00,Mszczonów,2724862.00,143802
217346.80,3419292.80,Puszcza Mariańska,3201946.00,143803
5478.00,2114211.00,Radziejowice,2108733.00,143804
282197.27,6208928.92,Wiskitki,5926731.65,143805
371633.80,2483155.10,Ostrołęka,2111521.30,146101
2070100.11,8477536.64,Płock,6407436.53,146201
355084.40,1379084.29,Radom,1023999.89,146301
1074696.01,3048270.69,Siedlce,1973574.68,146401
2691981.66,9945330.27,Warszawa,7253348.61,146501
590459.80,1546655.30,Bemowo,956195.50,146502
81372.10,1744773.50,Białołęka,1663401.40,146503
123941.00,797080.60,Bielany,673139.60,146504
329571.60,2544069.68,Mokotów,2214498.08,146505
20677.20,643985.20,Ochota,623308.00,146506
138891.60,1473749.62,Praga-Południe,1334858.02,146507
62277.20,1093304.00,Praga-Północ,1031026.80,146508
19462.40,46097.80,Rembertów,26635.40,146509
37831.00,1756210.90,Śródmieście,1718379.90,146510
63286.80,1254860.32,Targówek,1191573.52,146511
4300.80,214763.80,Ursus,210463.00,146512
114660.90,978076.98,Ursynów,863416.08,146513
38452.00,350741.00,Wawer,312289.00,146514
34467.00,146069.80,Wesoła,111602.80,146515
141040.00,285878.00,Wilanów,144838.00,146516
39743.00,677778.00,Włochy,638035.00,146517
93517.00,1742076.02,Wola,1648559.02,146518
31181.16,1083631.54,Żoliborz,1052450.38,146519
20623.00,170674.69,Brzeg,150051.69,160101
283749.00,727656.00,Skarbimierz,443907.00,160102
103035.00,1442375.00,Grodków,1339340.00,160103
643.50,33295.13,Lewin Brzeski,32651.63,160104
112211.00,547120.30,Lubsza,434909.30,160105
12793.00,104159.00,Olszanka,91366.00,160106
201045.30,1335936.30,Baborów,1134891.00,160201
293047.80,2021585.30,Branice,1728537.50,160202
312454.77,4286482.16,Głubczyce,3974027.39,160203
157169.58,2500761.58,Kietrz,2343592.00,160204
465944.00,3545083.18,Kędzierzyn-Koźle,3079139.18,160301
50969.93,250084.93,Bierawa,199115.00,160302
312567.20,597632.20,Cisek,285065.00,160303
463254.00,2410374.00,Pawłowiczki,1947120.00,160304
158305.40,853799.00,Polska Cerekiew,695493.60,160305
273093.60,904246.60,Reńska Wieś,631153.00,160306
94752.50,1595687.39,Byczyna,1500934.89,160401
517.00,1896202.01,Kluczbork,1895685.01,160402
62680.75,812815.74,Lasowice Wielkie,750134.99,160403
4180.00,823878.00,Wołczyn,819698.00,160404
3779.76,91957.74,Gogolin,88177.98,160501
202650.50,1141919.00,Krapkowice,939268.50,160502
0.00,265463.00,Strzeleczki,265463.00,160503
0.00,336434.22,Walce,336434.22,160504
77380.00,372505.69,Zdzieszowice,295125.69,160505
524178.60,2012676.93,Domaszowice,1488498.33,160601
22369.60,1332350.14,Namysłów,1309980.54,160602
0.00,400.95,Pokój,400.95,160603
61366.00,567229.00,Świerczów,505863.00,160604
40018.00,755670.30,Wilków,715652.30,160605
21340.00,226554.50,Głuchołazy,205214.50,160701
10950.50,311773.00,Kamiennik,300822.50,160702
4026.00,439164.00,Korfantów,435138.00,160703
68288.00,527967.00,Łambinowice,459679.00,160704
2748.46,1761891.78,Nysa,1759143.32,160705
29585.00,1171786.18,Otmuchów,1142201.18,160706
0.00,338223.44,Paczków,338223.44,160707
45166.00,438367.00,Pakosławice,393201.00,160708
298117.49,749123.54,Skoroszyce,451006.05,160709
0.00,456399.16,Dobrodzień,456399.16,160801
5742.00,690372.80,Gorzów Śląski,684630.80,160802
4023.80,813194.30,Olesno,809170.50,160803
10840.00,1687883.00,Praszka,1677043.00,160804
0.00,624278.60,Radłów,624278.60,160805
58897.41,4244840.26,Rudniki,4185942.85,160806
43171.00,416987.98,Zębowice,373816.98,160807
196328.00,315370.00,Chrząstowice,119042.00,160901
189473.00,531174.80,Dąbrowa,341701.80,160902
148162.86,602988.84,Dobrzeń Wielki,454825.98,160903
79860.00,292953.10,Komprachcice,213093.10,160904
277145.88,682902.88,Łubniany,405757.00,160905
64675.45,182092.67,Murów,117417.22,160906
14280.00,678251.00,Niemodlin,663971.00,160907
167956.50,415247.09,Ozimek,247290.59,160908
39684.59,686812.17,Popielów,647127.58,160909
169489.23,570867.83,Prószków,401378.60,160910
48142.20,375469.70,Tarnów Opolski,327327.50,160911
2090.00,58256.00,Tułowice,56166.00,160912
82170.00,424435.00,Turawa,342265.00,160913
113662.00,1955697.00,Biała,1842035.00,161001
152601.00,1226243.00,Głogówek,1073642.00,161002
36850.00,162910.00,Lubrza,126060.00,161003
105666.00,1591086.44,Prudnik,1485420.44,161004
102245.00,596144.00,Izbicko,493899.00,161101
4900.00,217521.53,Jemielnica,212621.53,161102
129053.00,227811.18,Kolonowskie,98758.18,161103
517.00,220187.00,Leśnica,219670.00,161104
76801.00,1411458.59,Strzelce Opolskie,1334657.59,161105
155892.33,421688.63,Ujazd,265796.30,161106
249051.93,493150.86,Zawadzkie,244098.93,161107
423207.56,3408130.92,Opole,2984923.36,166101
24343.00,574660.90,Lutowiska,550317.90,180105
144144.98,3097254.62,Ustrzyki Dolne,2953109.64,180108
338452.50,3437165.50,Brzozów,3098713.00,180201
84006.00,1239050.00,Domaradz,1155044.00,180202
0.00,1312047.00,Dydnia,1312047.00,180203
0.00,1184663.00,Haczów,1184663.00,180204
67720.00,2312586.30,Jasienica Rosielna,2244866.30,180205
171600.00,181280.00,Nozdrzec,9680.00,180206
463068.36,1209871.30,Dębica,746802.94,180301
74899.00,2791410.00,Brzostek,2716511.00,180302
364964.00,1798425.50,Czarna,1433461.50,180303
47520.00,1865776.00,Dębica,1818256.00,180304
106864.49,2103102.99,Jodłowa,1996238.50,180305
630140.00,2508182.00,Pilzno,1878042.00,180306
442776.00,2449673.00,Żyraków,2006897.00,180307
283457.66,1532998.17,Jarosław,1249540.51,180401
0.00,200640.00,Radymno,200640.00,180402
158726.00,1901682.95,Chłopice,1742956.95,180403
0.00,1724368.80,Jarosław,1724368.80,180404
44000.00,1312575.00,Laszki,1268575.00,180405
0.00,1057672.00,Pawłosiów,1057672.00,180406
229350.00,2426974.00,Pruchnik,2197624.00,180407
166120.80,2877131.85,Radymno,2711011.05,180408
57094.40,2500509.00,Rokietnica,2443414.60,180409
0.00,1373234.50,Roźwienica,1373234.50,180410
78551.00,1839038.00,Wiązownica,1760487.00,180411
88567.00,747508.50,Jasło,658941.50,180501
201138.30,1518748.30,Brzyska,1317610.00,180502
0.00,636724.00,Dębowiec,636724.00,180503
49881.00,1574855.00,Jasło,1524974.00,180504
345310.00,361100.50,Kołaczyce,15790.50,180505
0.00,1214154.07,Krempna,1214154.07,180506
319285.00,2400937.04,Nowy Żmigród,2081652.04,180507
0.00,3312.00,Skołyszyn,3312.00,180509
36883.00,1142834.33,Tarnowiec,1105951.33,180511
303680.00,1999301.45,Cmolas,1695621.45,180601
593603.51,2874770.51,Kolbuszowa,2281167.00,180602
83128.00,1240250.00,Majdan Królewski,1157122.00,180603
0.00,11908062.00,Niwiska,11908062.00,180604
0.00,2660262.20,Raniżów,2660262.20,180605
0.00,1888572.00,Dzikowiec,1888572.00,180606
113471.00,2562155.00,Chorkówka,2448684.00,180701
192185.00,2668914.00,Dukla,2476729.00,180702
0.00,1503847.80,Iwonicz-Zdrój,1503847.80,180703
122947.00,1741025.00,Jedlicze,1618078.00,180704
0.00,3163930.00,Korczyna,3163930.00,180705
65148.00,982091.00,Krościenko Wyżne,916943.00,180706
139878.00,1576067.00,Miejsce Piastowe,1436189.00,180707
7259.78,3975324.65,Rymanów,3968064.87,180708
35838.00,1028885.00,Wojaszówka,993047.00,180709
21285.00,76241.00,Leżajsk,54956.00,180801
106757.85,915589.80,Grodzisko Dolne,808831.95,180802
128141.20,1485078.10,Kuryłówka,1356936.90,180803
41983.00,1469695.00,Leżajsk,1427712.00,180804
0.00,257887.00,Nowa Sarzyna,257887.00,180805
16544.00,486203.00,Lubaczów,469659.00,180901
0.00,1189892.00,Cieszanów,1189892.00,180902
53383.00,1249782.00,Horyniec-Zdrój,1196399.00,180903
1100.00,2107736.00,Lubaczów,2106636.00,180904
98418.00,2531584.00,Narol,2433166.00,180905
0.00,1167353.00,Oleszyce,1167353.00,180906
461607.00,2092646.00,Stary Dzików,1631039.00,180907
660.00,1469710.00,Wielkie Oczy,1469050.00,180908
216674.00,306807.30,Łańcut,90133.30,181001
65912.00,675422.00,Białobrzegi,609510.00,181002
208496.00,677520.00,Czarna,469024.00,181003
498032.00,2305363.70,Łańcut,1807331.70,181004
453472.00,1640951.00,Markowa,1187479.00,181005
266078.10,480979.30,Rakszawa,214901.20,181006
0.00,125719.00,Żołynia,125719.00,181007
317946.00,551641.00,Mielec,233695.00,181101
63734.00,1375959.00,Borowa,1312225.00,181102
0.00,1426414.00,Czermin,1426414.00,181103
163592.00,1211457.50,Gawłuszowice,1047865.50,181104
370736.00,2172504.50,Mielec,1801768.50,181105
198314.00,1348149.00,Padew Narodowa,1149835.00,181106
153312.00,1607065.00,Przecław,1453753.00,181107
248963.00,5345477.00,Radomyśl Wielki,5096514.00,181108
264462.00,996017.00,Tuszów Narodowy,731555.00,181109
135249.00,2309113.00,Wadowice Górne,2173864.00,181110
0.00,89760.00,Harasiuki,89760.00,181201
1800.00,768634.00,Jarocin,766834.00,181202
18781.60,1933654.00,Jeżowe,1914872.40,181203
0.00,765237.00,Krzeszów,765237.00,181204
420761.00,672266.00,Nisko,251505.00,181205
1837.00,345259.20,Rudnik nad Sanem,343422.20,181206
61462.50,760014.31,Ulanów,698551.81,181207
0.00,243320.00,Bircza,243320.00,181301
150602.00,2460136.00,Dubiecko,2309534.00,181302
166219.01,1172029.01,Fredropol,1005810.00,181303
88022.00,602030.00,Krasiczyn,514008.00,181304
24795.00,1123556.00,Krzywcza,1098761.00,181305
0.00,752128.00,Medyka,752128.00,181306
0.00,599231.60,Orły,599231.60,181307
91630.00,758769.00,Przemyśl,667139.00,181308
0.80,554598.80,Stubno,554598.00,181309
249395.00,1690028.20,Żurawica,1440633.20,181310
0.00,429971.50,Przeworsk,429971.50,181401
0.00,1074145.00,Adamówka,1074145.00,181402
199936.00,1161151.00,Gać,961215.00,181403
0.00,845075.00,Jawornik Polski,845075.00,181404
270864.60,1574790.35,Kańczuga,1303925.75,181405
27800.00,2014056.00,Przeworsk,1986256.00,181406
16760.00,1277674.00,Sieniawa,1260914.00,181407
266178.00,983311.00,Tryńcza,717133.00,181408
95799.00,1631476.00,Zarzecze,1535677.00,181409
309538.00,3592308.00,Iwierzyce,3282770.00,181501
0.00,664145.00,Ostrów,664145.00,181502
6628.60,1771391.60,Ropczyce,1764763.00,181503
272594.59,3602553.59,Sędziszów Małopolski,3329959.00,181504
862.40,4245531.60,Wielopole Skrzyńskie,4244669.20,181505
99759.00,713889.00,Dynów,614130.00,181601
273566.00,1873285.50,Błażowa,1599719.50,181602
0.00,1756271.00,Boguchwała,1756271.00,181603
115015.56,1470103.19,Chmielnik,1355087.63,181604
0.11,2568247.11,Dynów,2568247.00,181605
131434.00,1131012.50,Głogów Małopolski,999578.50,181606
53285.00,1557945.40,Hyżne,1504660.40,181607
0.00,1199121.00,Kamień,1199121.00,181608
43076.00,333564.00,Krasne,290488.00,181609
486110.40,2847706.50,Lubenia,2361596.10,181610
568540.00,1695206.00,Sokołów Małopolski,1126666.00,181611
987415.13,1787231.13,Trzebownisko,799816.00,181613
244058.40,2196529.60,Tyczyn,1952471.20,181614
8778.10,698899.34,Sanok,690121.24,181701
101466.70,890253.21,Besko,788786.51,181702
0.00,461441.20,Komańcza,461441.20,181704
1589203.44,5409416.72,Sanok,3820213.28,181705
0.00,893726.10,Tyrawa Wołoska,893726.10,181706
108896.32,1805018.72,Zagórz,1696122.40,181707
0.00,1629650.00,Zarszyn,1629650.00,181708
7480.00,442262.69,Stalowa Wola,434782.69,181801
0.00,828961.40,Bojanów,828961.40,181802
0.00,715.00,Pysznica,715.00,181803
0.00,1382969.50,Radomyśl nad Sanem,1382969.50,181804
76021.00,1675154.10,Zaklików,1599133.10,181805
0.00,7067.50,Zaleszany,7067.50,181806
240457.90,1847184.41,Czudec,1606726.51,181901
2420.00,1203232.80,Frysztak,1200812.80,181902
0.00,3172054.35,Niebylec,3172054.35,181903
191140.20,2602743.70,Strzyżów,2411603.50,181904
175665.00,1500397.80,Wiśniowa,1324732.80,181905
0.00,801154.75,Baranów Sandomierski,801154.75,182001
753800.70,1659848.23,Gorzyce,906047.53,182002
398156.30,2426294.94,Grębów,2028138.64,182003
83520.80,1050220.50,Nowa Dęba,966699.70,182004
0.00,1108866.00,Baligród,1108866.00,182101
0.00,395687.00,Cisna,395687.00,182102
46075.00,1151147.10,Lesko,1105072.10,182103
110152.00,1323271.36,Olszanica,1213119.36,182104
2940.00,1474122.40,Solina,1471182.40,182105
119936.50,778285.46,Krosno,658348.96,186101
17167.92,424425.92,Przemyśl,407258.00,186201
1625376.00,3945048.12,Rzeszów,2319672.12,186301
15206.91,1291039.16,Tarnobrzeg,1275832.25,186401
278861.24,1113319.48,Augustów,834458.24,200101
34885.95,4121918.63,Augustów,4087032.68,200102
207584.30,4326257.28,Bargłów Kościelny,4118672.98,200103
192584.40,1084712.19,Lipsk,892127.79,200104
2580.16,1498720.50,Nowinka,1496140.34,200105
1083.50,414505.85,Płaska,413422.35,200106
304815.50,4666985.44,Sztabin,4362169.94,200107
498942.79,2793063.99,Choroszcz,2294121.20,200201
179084.00,687363.98,Czarna Białostocka,508279.98,200202
244475.00,2689697.60,Dobrzyniewo Duże,2445222.60,200203
306554.57,1229610.57,Gródek,923056.00,200204
245607.00,3054315.10,Juchnowiec Kościelny,2808708.10,200205
380257.00,1103073.23,Łapy,722816.23,200206
209212.31,1887534.91,Michałowo,1678322.60,200207
345111.00,3989659.50,Poświętne,3644548.50,200208
457492.30,1713192.54,Supraśl,1255700.24,200209
213401.10,1552879.90,Suraż,1339478.80,200210
285806.40,1821186.50,Turośń Kościelna,1535380.10,200211
327311.95,5563382.66,Tykocin,5236070.71,200212
331424.00,1330038.00,Wasilków,998614.00,200213
380500.80,3548591.06,Zabłudów,3168090.26,200214
384430.00,4686313.20,Zawady,4301883.20,200215
597710.28,2385165.75,Bielsk Podlaski,1787455.47,200301
131302.00,1504109.00,Brańsk,1372807.00,200302
70779.50,2750129.70,Bielsk Podlaski,2679350.20,200303
412150.00,1603731.20,Boćki,1191581.20,200304
304309.83,3648990.63,Brańsk,3344680.80,200305
503923.60,4679701.20,Orla,4175777.60,200306
131505.00,1425336.00,Rudka,1293831.00,200307
95125.33,5037680.13,Wyszki,4942554.80,200308
65943.00,540865.50,Grajewo,474922.50,200401
544346.88,4355625.88,Grajewo,3811279.00,200402
219776.69,8309699.00,Radziłów,8089922.31,200403
689358.00,2868429.28,Rajgród,2179071.28,200404
442623.10,4977095.00,Szczuczyn,4534471.90,200405
216460.00,1746893.00,Wąsosz,1530433.00,200406
584823.25,2392297.71,Hajnówka,1807474.46,200501
31832.00,1263972.20,Białowieża,1232140.20,200502
257399.85,1493150.00,Czeremcha,1235750.15,200503
0.40,3635005.40,Czyże,3635005.00,200504
189435.28,3916145.64,Dubicze Cerkiewne,3726710.36,200505
305047.60,4406964.70,Hajnówka,4101917.10,200506
567688.00,4591930.25,Kleszczele,4024242.25,200507
319521.73,1801796.48,Narew,1482274.75,200508
8250.00,59687.54,Narewka,51437.54,200509
6185.00,1421561.97,Kolno,1415376.97,200601
12210.00,4442664.49,Grabowo,4430454.49,200602
0.00,11257970.20,Kolno,11257970.20,200603
154150.25,6833718.74,Stawiski,6679568.49,200605
0.00,4220260.00,Turośl,4220260.00,200606
638644.30,6638924.30,Jedwabne,6000280.00,200701
268171.00,6347011.00,Łomża,6078840.00,200702
239965.47,2692800.00,Miastkowo,2452834.53,200703
208430.00,2211228.65,Nowogród,2002798.65,200704
72309.27,82935.27,Piątnica,10626.00,200705
120507.00,3219980.18,Przytuły,3099473.18,200706
665417.58,8810119.81,Śniadowo,8144702.23,200707
85377.00,4764755.00,Wizna,4679378.00,200708
0.00,5141754.80,Zbójna,5141754.80,200709
220831.00,3164441.24,Goniądz,2943610.24,200801
100994.30,1797304.92,Jasionówka,1696310.62,200802
411505.31,6777083.97,Jaświły,6365578.66,200803
271815.55,2751263.21,Knyszyn,2479447.66,200804
400527.60,2075268.80,Krypno,1674741.20,200805
1325713.18,4560950.57,Mońki,3235237.39,200806
219127.00,5020768.00,Trzcianne,4801641.00,200807
1430.00,358393.42,Sejny,356963.42,200901
21249.70,1637502.45,Giby,1616252.75,200902
196803.00,1751935.84,Krasnopol,1555132.84,200903
1293.60,4145125.60,Puńsk,4143832.00,200904
0.00,3015122.00,Sejny,3015122.00,200905
200845.00,1956198.31,Siemiatycze,1755353.31,201001
0.00,2307870.00,Drohiczyn,2307870.00,201002
79338.00,2487633.70,Dziadkowice,2408295.70,201003
56089.00,5512817.00,Grodzisk,5456728.00,201004
623406.70,2027908.70,Mielnik,1404502.00,201005
